18:58:29,INFO,CSV Mensaje
18:58:30,INFO,CSV Mensaje
18:58:31,INFO,CSV Mensaje
18:58:32,INFO,CSV Mensaje
18:58:33,INFO,CSV Mensaje
18:58:34,INFO,CSV Mensaje
18:58:35,INFO,CSV Mensaje
18:58:36,INFO,CSV Mensaje
18:58:37,INFO,CSV Mensaje
18:58:38,INFO,CSV Mensaje
18:58:39,INFO,CSV Mensaje
18:58:40,INFO,CSV Mensaje
18:58:41,INFO,CSV Mensaje
18:58:42,INFO,CSV Mensaje
18:58:43,INFO,CSV Mensaje
18:58:44,INFO,CSV Mensaje
18:58:45,INFO,CSV Mensaje
18:58:46,INFO,CSV Mensaje
18:58:47,INFO,CSV Mensaje
18:58:48,INFO,CSV Mensaje
18:58:49,INFO,CSV Mensaje
18:58:50,INFO,CSV Mensaje
19:16:30,INFO,CSV Mensaje
19:16:31,INFO,CSV Mensaje
19:16:32,INFO,CSV Mensaje
19:16:33,INFO,CSV Mensaje
19:16:34,INFO,CSV Mensaje
19:16:35,INFO,CSV Mensaje
19:16:36,INFO,CSV Mensaje
19:16:37,INFO,CSV Mensaje
19:16:38,INFO,CSV Mensaje
19:16:39,INFO,CSV Mensaje
19:16:40,INFO,CSV Mensaje
19:19:55,INFO,CSV Mensaje
19:19:56,INFO,CSV Mensaje
19:19:57,INFO,CSV Mensaje
19:19:58,INFO,CSV Mensaje
19:19:59,INFO,CSV Mensaje
19:20:00,INFO,CSV Mensaje
18:07:52,INFO,CSV Mensaje
18:07:53,INFO,CSV Mensaje
18:07:54,INFO,CSV Mensaje
18:07:55,INFO,CSV Mensaje
